hast_speciesID|hast_genusID|hast_species|hast_speciesZh
8763|2180|Eria amica Reichb. f.|小腳筒蘭
8764|2180|Eria corneri Reichb. f.|黃絨蘭
8765|2180|Eria formosana Rolfe|台灣絨蘭
8766|2180|Eria ovata Lindl.|大腳筒蘭
8767|2180|Eria philippinensis Ames|樹絨蘭
8768|2180|Eria reptans (Franch. & Sav.) Makino|連珠絨蘭
8769|2180|Eria robusta (Bl.) Lindl.|細花絨蘭
8770|2180|Eria javanica (Sw.) Bl.|大葉絨蘭
8771|2180|Eria tomentosiflora Hayata|樹絨蘭
8772|2181|Erythrodes latifolia  Bl.|闊葉細筆蘭
8773|2181|Erythrodes blumei (Lindl.) Schltr.|小唇蘭
8774|2181|Erythrodes formosana Schltr.|
8775|2182|Euanthe sanderiana (Reichb. f.) Schltr.|大王蘭
8776|2183|Eulophia bicarinata (Lindl.) Hook. f.|雙板芋蘭
8777|2183|Eulophia graminea Lindl.|禾草芋蘭
8778|2183|Eulophia macrostachya Lindl.|南洋芋蘭
8779|2183|Eulophia taiwanensis Hayata|紫芋蘭(台灣芋蘭)
8780|2183|Eulophia zollingeri (Reichb. f.) J. J. Sm.|山芋蘭(烏石鼻芋蘭)
8781|2183|Eulophia brachycentra Hayata|短裂芋蘭
8782|2183|Eulophia formosana (Rolfe) Rolfe|台灣芋蘭
8783|2183|Eulophia pulchra (Thouars) Lindl.|南洋芋蘭
8784|2183|Eulophia bicallosa (D. Don) Hunt & Summerh.|寶島芋藍
8785|2184|Galeola altissima (Bl.) Reichb. f.|蔓莖山珊瑚
8786|2184|Galeola kuhlii  (Reichb. f.) Reichb. f.|庫氏山珊瑚
8787|2184|Galeola falconeri Hook. f.|小囊山珊瑚
8788|2184|Galeola lindleyana (Hook. f. & Thoms.) Reichb. f.|山珊瑚
8789|2184|Galeola matsudai Hayata|
8790|2185|Gastrochilus formosanus (Hayata) Hayata|台灣松蘭
8791|2185|Gastrochilus fuscopunctatus (Hayata) Hayata|紅斑松蘭
8792|2185|Gastrochilus japonicus (Makino) Schltr.|黃松蘭
8793|2185|Gastrochilus matsudai Hayata|寬唇松蘭
8794|2185|Gastrochilus matsuran  (Makino) Schltr.|松蘭
8795|2185|Gastrochilus toramanus  (Makino) Schltr.|紅檜松蘭
8796|2185|Gastrochilus ciliaris F. Maek.|緣毛松蘭
8797|2185|Gastrochilus flavus T. P. Lin|金松蘭
8798|2185|Gastrochilus hoii T. P. Lin|何氏松蘭
8799|2185|Gastrochilus rantabunensis C. Chow. ex T. P. Lin|合歡松蘭
8800|2185|Gastrochilus raraensis Fukuy.|紅檜松蘭
8801|2186|Gastrodia elata Bl.|高赤箭
8802|2186|Gastrodia gracillis Bl.|細赤箭
8803|2186|Gastrodia javanica (Bl.) Lindl.|爪哇赤箭
8804|2186|Gastrodia appendiculata C. S. Leou et N. J. Chung.|無蕊喙赤箭
8805|2186|Gastrodia autumnalis T. P. Lin|秋赤箭
8806|2186|Gastrodia confusa Honda et Tuyama.|八代赤箭
8807|2186|Gastrodia flavilabella S. S. Ying|夏赤箭
8808|2186|Gastrodia fontinalis T. P. Lin|春赤箭
8809|2186|Gastrodia pubilabiata Sawa|冬赤箭
8810|2186|Gastrodia peichatieniana S. S. Ying|北插天山赤箭
8811|2186|Gastrodia hiemails T. P. Lin|冬赤箭
8812|2187|Geodorum densiflorum (Lam.) Schltr.|垂頭地寶蘭
8813|2188|Goodyera arisanensis Hayata|阿里山斑葉蘭
8814|2188|Goodyera bilamellata Hayata|雙板斑葉蘭
8815|2188|Goodyera foliosa (Lindl.) Hook. f.|厚唇斑葉蘭
8816|2188|Goodyera fumata Thwaites|尾唇斑葉蘭
8817|2188|Goodyera grandis (Bl.) Bl.|毛苞斑葉蘭
8818|2188|Goodyera macrantha Maxim.|大花斑葉蘭
8819|2188|Goodyera matsumurana Schltr.|銀線蓮
8820|2188|Goodyera maximowicziana Makino|短穗斑葉蘭
8821|2188|Goodyera nankoensis Fukuy.|南湖斑葉蘭
8822|2188|Goodyera procera (Ker Gawl.) Hook. f.|穗花斑葉蘭
8823|2188|Goodyera repens (L.) R. Br.|南投斑葉蘭
8824|2188|Goodyera schlechtendaliana Reichb. f.|斑葉蘭
8825|2188|Goodyera velutina Maxim.|鳥嘴蓮
8826|2188|Goodyera viridiflora (Bl.) Bl.|綠花斑葉蘭
8827|2188|Goodyera viridiflora (Bl.) Bl. var. ogatai (Yamam.) T. S. Liu & H. J. Su|草山綠花斑葉蘭
8828|2188|Goodyera viridiflora (Bl.) Bl. var. viridiflora|綠花斑葉蘭
8829|2188|Goodyera biflora (Lindl.) Hook. f.|大花斑葉蘭
8830|2188|Goodyera daibuzanensis Yamam.|大武斑葉蘭
8831|2188|Goodyera kwangtungensis C. L. Tso|花格斑葉蘭
8832|2188|Goodyera seikomontana Yamam.|哥綠懷蘭
8833|2188|Goodyera yamiana Fukuy.|蘭嶼金銀草
8834|2188|Goodyera yangmeshanensis T. P. Lin|小小班葉蘭
8835|2189|Grammatophyllum scriptum (L.) Bl.|虎蘭
8836|2190|Habenaria ciliolaris F. Kranzl.|玉蜂蘭
8837|2190|Habenaria delessertiana F. Kranzl.|線瓣玉鳳蘭
8838|2190|Habenaria dentata (Sw.) Schltr.|白鳳蘭
8839|2190|Habenaria flagellifera  Makino|鞭毛玉鳳蘭
8840|2190|Habenaria goodyeroides D. Don|南投玉鳳蘭
8841|2190|Habenaria hosokawae Fukuy.|毛唇玉鳳蘭
8842|2190|Habenaria lacertifera (Lindl.) Benth.|鵝毛玉鳳蘭
8843|2190|Habenaria longiracema Fukuy.|長穗玉鳳蘭
8844|2190|Habenaria longitentaculata Hayata|叉瓣玉鳳蘭
8845|2190|Habenaria polytricha Rolfe|裂瓣玉鳳蘭
8846|2190|Habenaria iyoensis Ohwi|岩坡玉鳳蘭
8847|2190|Habenaria pantingiana Kraenzl.|叉瓣玉鳳蘭
8848|2190|Habenaria petelotii Gagnep.|毛唇玉鳳蘭
8849|2190|Habenaria stenopetala Lindl.|狹辦玉鳳蘭
8850|2190|Habenaria taiwaniana T. P. Lin|岩坡玉鳳蘭
8851|2190|Habenaria rupestris Poepp.|岩坡玉鳳蘭
8852|2191|Haraella retrocalla (Hayata) Kudo|香蘭
8853|2192|Hemipilia cordifolia Lindl.|玉山一葉蘭
8854|2193|Herminium lanceum (Thunb. ex Sm.) Vuijk var. lanceum|細葉零餘子草(腳根蘭)
8855|2193|Herminium lanceum (Thunb. ex Sm.) Vuijk var. longicrure (C. Wright) H. Hara|細葉零餘子草(腳根蘭)
8856|2193|Herminium lanceum (Thunb. ex Sm.) Vuijk|細葉零餘子草(腳根蘭)
8857|2194|Hetaeria agyokuana (Fukuy.) K. Nakaj.|阿玉山伴蘭
8858|2194|Hetaeria cristata Bl.|白點伴蘭、白肋角唇蘭
8859|2194|Hetaeria biloba (Ridl.) Seidnef. & J. J. Wood|圓唇伴蘭
8860|2195|Holcoglossum quasipinifolium (Hayata) Schltr.|撬唇蘭
8861|2196|Hylophila nipponica (Fukuy.) T. S. Liu & H. J. Su|蘭嶼袋唇蘭
8862|2196|Hylophila nipponica (Fukuy.) S. S.Ying|蘭嶼袋唇蘭
8863|2197|Ione sasakii Hayata|綠花寶石蘭
8864|2198|Kingidium deliciosum (Reichb. f.) R. H. Sweet|小蛾蘭
8865|2199|Laelia anceps Lindl.|蕾麗蘭
8866|2199|Laelia ×hybrida Hort.|雜交蕾麗蘭
8867|2200|Laeliocattleya ×hybrida Hort.|賽蕾麗蘭
8868|2201|Lecanorchis cerina Fukuy.|黃皿柱蘭
8869|2201|Lecanorchis cerina Fukuy. var. cerina|紫皿柱蘭
8870|2201|Lecanorchis cerina Fukuy. var. albidus T. P. Lin|白皿柱蘭
8871|2201|Lecanorchis nigricans Honda|全唇皿柱蘭
8872|2201|Lecanorchis japonica Bl.|日本皿柱蘭
8873|2201|Lecanorchis thalassica T. P. Lin|紋皿柱蘭
8874|2201|Lecanorchis taiwaniana S.S. Ying|台灣皿柱蘭
8875|2202|Liparis amabilis Fukuy.|白花羊耳蒜
8876|2202|Liparis auriculata Bl. ex Miq.|雙葉羊耳蒜
8877|2202|Liparis caespitosa (Thouars) Lindl.|小花羊耳蒜
8878|2202|Liparis dolichopoda Hayata|長腳羊耳蒜
8879|2202|Liparis elongata Fukuy.|長穗羊耳蒜
8880|2202|Liparis henryi Rolfe|齒唇羊耳蒜
8881|2202|Liparis hensoensis Kudo|明潭羊耳蒜
8882|2202|Liparis kawakamii Hayata|凹唇羊耳蒜
8883|2202|Liparis keitaoensis Hayata|溪頭羊耳蒜
8884|2202|Liparis laurisilvatica Fukuy.|小花羊耳蒜
8885|2202|Liparis makinoana  Schltr.|尾唇羊耳蒜
8886|2202|Liparis nakaharai Hayata|長葉羊耳蒜
8887|2202|Liparis nervosa (Thunb.) Lindl.|紅花羊耳蒜
8888|2202|Liparis nigra Seidenf. var. nigra|大花羊耳蒜
8889|2202|Liparis nigra Seidenf.|大花羊耳蒜
8890|2202|Liparis nigra Seidenf. var. sootenzanensis (Fukuy.) T. S. Liu & H. J. Su|插天山羊耳蒜
8891|2202|Liparis nokoensis Fukuy.|能高羊耳蒜
8892|2202|Liparis platybulba Hayata|扁球羊耳蒜
8893|2202|Liparis plicata Franch. & Sav.|一葉羊耳蒜
8894|2202|Liparis rizalensis Ames|恒春羊耳蒜
8895|2202|Liparis somae Hayata|高士佛羊耳蒜
8896|2202|Liparis bootanensis Griff.|一葉羊耳蒜
8897|2202|Liparis campylostalix Reichb. f.|彎柱羊耳蒜
8898|2202|Liparis condylobulbon Reichb. f.|長腳羊耳蒜
8899|2202|Liparis cordifolia Hook.|心葉羊耳蒜
8900|2202|Liparis elliptica Wight|扁球羊耳蒜
8901|2202|Liparis formosana Reichb. f.|寶島羊耳蒜
8902|2202|Liparis grossa Reichb. f.|恒春羊耳蒜
8903|2202|Liparis japonica (Miq.) Maxim.|長穗羊耳蒜
8904|2202|Liparis krameri Franch. & Sav.|
8905|2202|Liparis krameri Franch. & Sav. Var. sasakii (Hayata) T. Hashim.|尾唇羊耳蒜
8906|2202|Liparis sootenzanensis Fukuy.|插天山羊耳蒜
8907|2202|Liparis viridiflora (Bl.) Lindl.|淡綠羊耳蒜
8908|2202|Liparis wrayii Hook. f.|鬚唇羊耳蒜
8909|2202|Liparis sasakii Hayata|新羊耳蘭
8910|2202|Liparis distans Clarke|台灣羊耳蒜(虎頭石)
8911|2202|Liparis taiwaniana Hayata|
8912|2203|Listera deltoidea Fukuy.|三角雙葉蘭
8913|2203|Listera macrantha Fukuy.|大花雙葉蘭
8914|2203|Listera morrisonicola Hayata|玉山雙葉蘭
8915|2203|Listera nankomontana Fukuy.|南湖雙葉蘭
8916|2203|Listera pseudonipponica Fukuy.|假日本雙葉蘭
8917|2203|Listera suzukii Masam.|鈴木氏雙葉蘭
8918|2203|Listera taiwaniana Ying|台灣雙葉蘭
8919|2203|Listera taizanensis Fukuy.|大山雙葉蘭
8920|2203|Listera japonica Bl.|日本雙葉蘭
8921|2203|Listera kuanshanensis H. J. Su|關山雙葉蘭
8922|2203|Listera meifongensis H. J. Su & C. Y. Hu|梅峰雙葉蘭
8923|2204|Ludisia discolor (Ker) A. Rich.|銀線蓮
8924|2205|Luisia cordata Fukuy.|心唇金釵蘭
8925|2205|Luisia teres (Thunb.) Bl. var. teres|金釵蘭
8926|2205|Luisia teres (Thunb.) Bl. var. botanensis (Fukuy.) T. P. Lin|牡丹金釵蘭
8927|2205|Luisia teres (Thunb.) Bl.|金釵蘭
8928|2205|Luisia megasepala Hayata|台灣金釵蘭
8929|2206|Macroplectrum sesquipedale Pfitz.|星花蘭
8930|2207|Malaxis bancanoides Ames|裂唇軟葉蘭
8931|2207|Malaxis copelandii  Ames|圓唇軟葉蘭
8932|2207|Malaxis latifolia J. E. Sm.|廣葉軟葉蘭
8933|2207|Malaxis matsudae (Yamam.) Hatus.|凹唇軟葉蘭
8934|2207|Malaxis monophyllos (L.) Sw.|單葉軟葉蘭
8935|2207|Malaxis tawaniana S. S. Ying|台灣小柱蘭
8936|2207|Malaxis microtatantha (Schltr.) T. Tang & F. T. Wangs|小軟葉蘭
8937|2207|Malaxis purpurea (Lindl.) Kuntze.|紫花軟葉蘭
8938|2207|Malaxis ramosii Ames|圓唇軟葉蘭
8939|2207|Malaxis roohutuensis (Fukuy.) S. S. Ying|紫背小柱蘭
8940|2207|Malaxis roohutuensis (Fukuy.) S. Y. Hu|
8941|2208|Microtatorchis compacta (Ames) Schltr.|假蜘蛛蘭
8942|2209|Microtis unifolia (Forst.) Reichb. f.|韭葉蘭
8943|2210|Miltonia ×hybrida Hort.|堇花蘭
8944|2211|Mischobulbum cordifolium (Hook. f.) Schltr.|心葉葵蘭
8945|2212|Myrmechis japonica  Rolfe|白花金唇蘭
8946|2212|Myrmechis japonica (Reichb. f.) Rolfe var. sasakii (Yamam.) Ying|日本金唇蘭
8947|2212|Myrmechis drymoglossifolia Hayata|白花金唇蘭、阿里山全唇蘭
8948|2213|Neofinetia falcata (Thunb.) Hu|風蘭
8949|2214|Nervilia aragoana Gaudich.|東亞脈葉蘭
8950|2214|Nervilia purpurea (Hayata) Schltr.|紫花脈葉蘭
8951|2214|Nervilia taitoensis (Hayata) Schltr.|台東脈葉蘭
8952|2214|Nervilia taiwaniania Ying|台灣脈葉蘭
8953|2214|Nervilia cumberlegei Seidenf. & Smitin.|古氏脈葉蘭
8954|2214|Nervilia lanyuensis S. S. Ying|蘭嶼脈葉蘭
8955|2214|Nervilia nipponica Makino|單花脈葉蘭
8956|2214|Nervilia plicata (Andr.) Schltr.|紫花脈葉蘭
8957|2215|Oberonia arisanensis Hayata|阿里山莪白蘭
8958|2215|Oberonia caulescens Lindl. ex Wall.|二裂唇莪白蘭
8959|2215|Oberonia gigantea Fukuy.|大莪白蘭
8960|2215|Oberonia insularis Hayata|島嶼莪白蘭
8961|2215|Oberonia japonica (Maxim.) Makino|台灣莪白蘭(日本莪白蘭)
8962|2215|Oberonia kusukusensis Hayata|高士佛莪白蘭
8963|2215|Oberonia rosea Hook. f.|裂辦莪白蘭
8964|2216|Odontoglossum grande Lindl.|大花文心蘭
8965|2217|Oncidium flexuosum Sims|黃葉瘤唇蘭
8966|2217|Oncidium guttatum (L.) Reichb. f.|油點瘤唇蘭
8967|2217|Oncidium ×hybridum Hort.|文心蘭
8968|2217|Oncidium papilio Lindl.|飛蝶蘭
8969|2217|Oncidium sphacelatum Lindl.|焦點瘤唇蘭
8970|2217|Oncidium splendidum A. Rich. ex Duch.|單頂葉瘤唇蘭
8971|2217|Oncidium tigrinum Llave & Lex|單頂葉瘤唇蘭
8972|2218|Orchis kiraishiensis Hayata|奇萊紅蘭
8973|2218|Orchis kunihikoana Masam. & Fukuy.|大水窟紅蘭
8974|2218|Orchis taiwanensis Fukuy.|台灣紅蘭
8975|2218|Orchis takasago-montana Masam.|高山紅蘭
8976|2219|Oreorchis gracillima (Hayata) Schltr.|細花山蘭
8977|2219|Oreorchis ohwii Fukuy.|南湖山蘭
8978|2219|Oreorchis patens (Lindl) Lindl.|細花山蘭
8979|2219|Oreorchis subcapitata (Hayata) Schltr.|頭花山蘭
8980|2219|Oreorchis bilanmellata Fukuy.|雙板山蘭
8981|2219|Oreorchis fargesii Finet.|密花山蘭(頭花山蘭)
8982|2219|Oreorchis micrantha Lindl.|南湖山蘭
8983|2220|Pachystoma formosanum Schltr.|台灣粉口蘭
8984|2220|Pachystoma pubescens Bl.|粉口蘭
8985|2221|Paphiopedilum argus (Reichb. f.) Pfitz.|疣邊兜舌蘭
8986|2221|Paphiopedilum barbatum (Lindl.) Pfitz.|粗毛兜舌蘭
8987|2221|Paphiopedilum bellatulum (Reichb. f.) Pfitz|小唇兜舌瀾
8988|2221|Paphiopedilum callosum (Reichb. f.) Pfitz.|硬皮兜舌蘭
8989|2221|Paphiopedilum chamberlainianum (O'Brien) Pfitz. var. flavescens Pfitz.|黃皺翼兜舌蘭
8990|2221|Paphiopedilum ciliolare (Reichb. f.) Stein|緣毛兜舌蘭
8991|2221|Paphiopedilum dayanum (Reichb. f.) Pfitz.|小疣兜舌蘭
8992|2221|Paphiopedilum delenatii Guill.|闊翼兜舌蘭
8993|2221|Paphiopedilum exul (O'Brien) Pfitz.|狹葉兜舌蘭
8994|2221|Paphiopedilum fairrieanum (Lindl.) Pfitz. ex Lindl.|翹翼兜舌蘭
8995|2221|Paphiopedilum glaucophyllum J. J. Sm.|灰葉兜舌蘭
8996|2221|Paphiopedilum glaucophyllum J. J. Sm. var. moquetteanum J. J. Sm.|奇花兜舌蘭
8997|2221|Paphiopedilum godefroyae (Godefroy) Pfitz.|短莖兜舌蘭
8998|2221|Paphiopedilum haynaldianum (Reichb. f.) Stein|細瓣兜舌蘭
8999|2221|Paphiopedilum hirsutissimum (Lindl.) Pfitz.|多毛兜舌蘭
9000|2221|Paphiopedilum ×hybridum Hort.|兜舌蘭
9001|2221|Paphiopedilum insigne (Wall. ex Lindl.) Pftiz. var. sanderae Pfitz.|綠唇兜舌蘭
9002|2221|Paphiopedilum insigne (Wall. ex Lindl.) Pfitz. var. maximum Pfitz.|大波緣兜舌蘭
9003|2221|Paphiopedilum insigne (Wall. ex Lindl.) Pfitz.|波緣兜舌蘭
9004|2221|Paphiopedilum insigne (Wall. ex Lindl.) Pfitz. var. chantinii Pfitz.|美麗兜舌蘭
9005|2221|Paphiopedilum insigne (Wall. ex Lindl.) Pfitz. var. mauli Pfitz.|長春兜舌蘭
9006|2221|Paphiopedilum javanicum (Reinw. ex Lindl. & Paxt.) Pfitz.|爪哇兜舌蘭
9007|2221|Paphiopedilum lowii (Lindl.) Pfitz.|飛鳳兜舌蘭
9008|2221|Paphiopedilum niveum (Reichb. f.) Pfitz.|白雪兜舌蘭
9009|2221|Paphiopedilum parishii (Reichb. f.) Pfitz.|螺旋兜舌蘭
9010|2221|Paphiopedilum philippinense (Reichb. f.) Pfitz.|菲島兜舌蘭
9011|2221|Paphiopedilum praestans (Reichb. f.) Pfitz.|長袋兜舌蘭
9012|2221|Paphiopedilum primulinum M. W. Wood & P. Taylor|黃花兜舌蘭
9013|2221|Paphiopedilum roebbelenii Pfitz|親王兜舌蘭
9014|2221|Paphiopedilum spicerianum (Reichb. f.) Pfitz.|雞冠兜舌蘭
9015|2221|Paphiopedilum stonei (Hook. f.) Pfitz.|粉粧兜舌蘭
9016|2221|Paphiopedilum sukhakulii Schoser & Senghas|細梗兜舌蘭
9017|2221|Paphiopedilum superbiens (Reichb. f.) Pfitz.|麻六甲兜舌蘭
9018|2221|Paphiopedilum tonsum (Reichb. f.) Pfitz.|無毛兜舌蘭
9019|2221|Paphiopedilum tonsum (Reichb. f.) Pfitz. var. curtissifolium Pfitz.|短葉兜舌蘭
9020|2221|Paphiopedilum tonsum (Reichb. f.) Pfitz.var. cupreum Pfitz|銅紅兜舌蘭
9021|2221|Paphiopedilum venustum (Wall. ex Sims) Pfitz. var. pardinum (Reichb. f.) Pfitz.|豹紋兜舌蘭
9022|2221|Paphiopedilum venustum (Wall. ex Sims) Pfitz.|惜陰兜舌蘭
9023|2221|Paphiopedilum villosum (Lindl.) Pfitz.|絨毛兜舌蘭
9024|2222|Papilionanthe teres (Roxb.) Schltr.|尖葉萬代蘭
9025|2222|Papilionanthe uniflora (Lindl.) Garay|單花擬萬代蘭
9026|2222|Papilionanthe vandarum (Reichb. f.) Garay|擬萬代蘭
9027|2223|Paraphalaenopsis denevei (J. J. Sm.) Hawkes|棒葉蝴蝶蘭
9028|2223|Paraphalaenopsis laycockii (M. R. Henderson) Hawkes|香棒葉蝴蝶蘭
9029|2223|Paraphalaenopsis serpentilingua (J. J. Sm.) Hawkes|鉛筆蝴蝶蘭
9030|2224|Phaius flavus (Bl.) Lindl.|黃鶴頂蘭
9031|2224|Phaius mishmensis (Lindl. & Paxt.) Reichb. f.|細莖鶴頂蘭
9032|2224|Phaius tankervilleae (Banks ex L’Her.) Bl.|紅鶴頂蘭
9033|2224|Phaius takeoi (Hayata) H. J. Su|粗莖鶴頂蘭
9034|2224|Phaius longipes (Hook. f.) Holtt|
9035|2225|Phalaenopsis amabilis Bl.|報穗蝴蝶蘭
9036|2225|Phalaenopsis amboinensis J. J. Sm.|虎斑蝴蝶蘭
9037|2225|Phalaenopsis aphrodite Reichb. f.|白蝴蝶蘭(台灣蝴蝶蘭)
9038|2225|Phalaenopsis cochlearis Holtt.|貝殼蝴蝶蘭
9039|2225|Phalaenopsis corningiana Reichb. f.|皺葉蝴蝶蘭
9040|2225|Phalaenopsis cornu-cervi (Breda) Bl. & Reichb. f.|羊角蝴蝶蘭
9041|2225|Phalaenopsis equestris (Schauer) Reichb. f.|粉紅蝴蝶蘭(小蘭嶼蝴蝶蘭)
9042|2225|Phalaenopsis fasciata Reichb. f.|縞蝴蝶蘭
9043|2225|Phalaenopsis fimbriata (Lindl.) J. J. Sm.|裂緣蝴蝶蘭
9044|2225|Phalaenopsis fuscata Reichb. f.|香蝴蝶蘭
9045|2225|Phalaenopsis gigantea J. J. Sm.|象耳蝴蝶蘭
9046|2225|Phalaenopsis hieroglyphica (Rechib. f.) H. R. Sweet|豹紋蝴蝶蘭
9047|2225|Phalaenopsis ×hybrida Hort.|雜交蝴蝶蘭
9048|2225|Phalaenopsis ×intermedia Lindl.|小舌蝴蝶蘭
9049|2225|Phalaenopsis lindeni Loher|細花蝴蝶蘭
9050|2225|Phalaenopsis lueddemanniana Reichb. f.|短梗蝴蝶蘭
9051|2225|Phalaenopsis maculata Reichb. f.|斑點蝴蝶蘭
9052|2225|Phalaenopsis mannii Reichb. f.|卷瓣蝴蝶蘭
9053|2225|Phalaenopsis mariae Burb. ex Warn.|絨瓣蝴蝶蘭
9054|2225|Phalaenopsis pallens (Lindl.) Reichb. f.|乳黃蝴蝶蘭
9055|2225|Phalaenopsis parishii Reichb. f.|侏儒蝴蝶蘭
9056|2225|Phalaenopsis pulchra (Reichb. f.) H. R. Sweet|美麗蝴蝶蘭
9057|2225|Phalaenopsis sanderiana Reichb. f.|火焰蝴蝶蘭
9058|2225|Phalaenopsis schilleriana Reichb. f.|長梗蝴蝶蘭
9059|2225|Phalaenopsis speciosa Reichb. f.|紫紅蝴蝶蘭
9060|2225|Phalaenopsis stuartiana Reichb. f.|小葉蝴蝶蘭
9061|2225|Phalaenopsis sumatrana Korth. & Reichb. f. var. gersenii (Teijsm. & Binn.) Reichb. f.|網紋蝴蝶蘭
9062|2225|Phalaenopsis sumatrana Korth & Reichb. f.|南洋蝴蝶蘭
9063|2225|Phalaenopsis violacea Witte|大葉蝴蝶蘭
9064|2226|Phalandopsis ×hybrida Hort.|蝴蝶萬朵蘭
9065|2227|Pholidota uraiensis Hayata|烏來石山桃
9066|2227|Pholidota cantonensis Rolfe|烏來石山桃
9067|2228|Phragmopedilum schlimii Rolfe|長瓣拖鞋蘭
9068|2229|Phreatia formosana Rolfe|寶島芙樂蘭
9069|2229|Phreatia morii Hayata|大芙樂蘭
9070|2229|Phreatia taiwaniana Fukuy.|台灣芙樂蘭
9071|2229|Phreatia caulescens Ames|垂莖芙樂蘭
9072|2230|Phyllomphax truncatolabellata (Hayata) Schltr.|寬唇苞葉蘭
9073|2231|Platanthera angustata  Lindl.|厚唇粉蝶蘭
9074|2231|Platanthera brevicalcarata Hayata|短距粉蝶蘭
9075|2231|Platanthera longibracteata Hayata|長苞粉蝶蘭
9076|2231|Platanthera sigeyosii Masam.|卵唇粉蝶蘭
9077|2231|Platanthera stenoglossa Hayata|狹唇粉蝶蘭
9078|2231|Platanthera stenosepala Schltr.|狹瓣粉蝶蘭
9079|2231|Platanthera mandarinorum Reichb. f. subsp. pachyglossa (Hayata) T. P. Lin|厚唇粉蝶蘭
9080|2231|Platanthera mandarinorum Reichb. f. subsp. formosana T. P. Lin & K. Inoue|惠粉蝶蘭
9081|2231|Platanthera mandarinorum Reichb. f.|
9082|2231|Platanthera minor (Miq.) Reichb. f.|卵唇粉蝶蘭
9083|2231|Platanthera sachalinensis F. Schmidt|高山粉蝶蘭
9084|2231|Platanthera yangmeiensis T. P. Lin|陰粉蝶蘭
9085|2231|Platanthera devolii (T. P. Lin & T. W. Hu) T. P. Lin & K. Inoue|長葉蜻蛉蘭
9086|2231|Platanthera longicalcarate Hayata|長距粉蝶蘭
9087|2231|Platanthera devolii (Lin & Hu) Lin & Inoue|
9088|2232|Pleione formosana Hayata|台灣一葉蘭
9089|2232|Pleione bulbocodioides (Franch.) Rolfe|台灣一葉蘭
9090|2233|Pogonia minor (Makino) Makino|小鬚唇蘭
9091|2234|Pomatocalpa acuminata (Rolfe) Schltr.|黃繡球蘭
9092|2235|Ponerorchis formosensis (Ying) Ying|
9093|2235|Ponerorchis kiraishiensis (Hayata) Ohwi|紅小蝶蘭
9094|2235|Ponerorchis taiwanensis (Fukuy.) Ohwi|台灣小蝶蘭
9095|2235|Ponerorchis takasago-montana (Masam.）Ohwi|高山小蝶蘭
9096|2235|Ponerorchis tominagai (Hayata) H. J. Su & J. J. Chen|紅班蘭
9097|2236|Potinara ×hybrida Hort.|波蒂那蘭
9098|2237|Renanthera coccinea Lour.|火焰蘭
9099|2237|Renanthera ×hybrida Hort.|雜交腎藥蘭
9100|2237|Renanthera monachica Ames|豹紋腎藥蘭
9101|2238|Rhyncholaelia digbyana (Lindl.) Schltr.|流蘇蘭
9102|2239|Rhynchostylis gigantea (Lindl.) Ridl. var. petoliana Seidenf|白啄蕊蘭
9103|2239|Rhynchostylis gigantea (Lindl.) Ridl.|大啄蕊蘭
9104|2239|Rhynchostylis retusa Bl.|啄蕊蘭
9105|2240|Sarcophyton taiwanianum (Hayata) Garay|台灣肉蘭
9106|2241|Schoenorchis vanoverberghii Ames|蘆蘭
9107|2241|Schoenorchis paniculata Bl.|羞花蘭
9108|2242|Sobralia ×hybrida Hort.|雜交竹葉蘭
9109|2243|Sophrolaeliocattleya ×hybrida Hort.|蘇芙羅蘭
9110|2244|Spathoglottis plicata Bl.|紫苞舌蘭
9111|2245|Spiranthes sinensis (Pers.) Ames|綬草
9112|2246|Stanhopea saccata Batem|香奇唇蘭
9113|2247|Taeniophyllum complanatum Fukuy.|扁蜘蛛蘭
9114|2247|Taeniophyllum crassipes Fukuy.|厚腳蜘蛛蘭
9115|2247|Taeniophyllum formosanum Hayata|台灣蜘蛛蘭
9116|2247|Taeniophyllum glandulosum Bl.|蜘蛛蘭
9117|2248|Tainia elliptica Fukuy.|竹東杜鵑蘭
9118|2248|Tainia piyananensis Fukuy.|小杜鵑蘭
9119|2248|Tainia shimadai Hayata|長葉杜鵑蘭
9120|2248|Tainia dunnii Rolfe|長葉杜鵑蘭
9121|2248|Tainia hookeriana King & Pantling|綠花安蘭
9122|2248|Tainia latifolia (Lindl.) Reichb. f.|闊葉杜鵑蘭
9123|2248|Tainia hualienia S. S. Ying|黃花小杜鵑蘭
9124|2249|Thelasis clausa Fukuy.|閉花八粉蘭
9125|2249|Thelasis pygmaea (Griff.) Bl.|閉花八粉蘭
9126|2250|Thrixspermum fantasticum L. O. Williams|金唇風蘭(小風蘭)
9127|2250|Thrixspermum formosanum (Hayata) Schltr.|台灣風蘭
9128|2250|Thrixspermum kusukusense (Hayata) Schltr.|高士佛風蘭
9129|2250|Thrixspermum pendulicaule (Hayata) Schltr.|倒垂風蘭
9130|2250|Thrixspermum pricei (Rolfe) Schltr.|溪頭風蘭
9131|2250|Thrixspermum sasaoi Masam.|埔里風蘭
9132|2250|Thrixspermum subulatum Reichb. f.|厚葉風蘭
9133|2250|Thrixspermum annamense (Guill.) Garay|白毛風蘭
9134|2250|Thrixspermum eximium L. O. Williams|異色風蘭
