hast_speciesID|hast_genusID|hast_species|hast_speciesZh
4589|1080|Ludwigia palustris (L.) Elliott|
4590|1080|Ludwigia glandulosa Walter|
4591|1080|Ludwigia maritima R.M. Harper|
4592|1080|Ludwigia repens J.R. Forst.|
4593|1080|Ludwigia microcarpa Michx.|
4594|1080|Ludwigia suffruticosa Walter|
4595|1080|Ludwigia lanceolata Elliott|
4596|1080|Ludwigia pilosa Walter|
4597|1080|Ludwigia alata Elliott|
4598|1080|Ludwigia octovalvis (Jacq.) P.H. Raven|水丁香
4599|1080|Ludwigia virgata Michx.|
4600|1080|Ludwigia hirtella Raf.|
4601|1080|Ludwigia sphaerocarpa Elliott|
4602|1080|Ludwigia linifolia Poir.|
4603|1080|Ludwigia simpsonii Chapm.|
4604|1080|Ludwigia peruviana (L.) H. Hara|
4605|1080|Ludwigia curtissii Chapm.|
4606|1080|Ludwigia arcuata Walter|
4607|1080|Ludwigia grandiflora (Michx.) Zardini, H. Gu & P.H. Raven|
4608|1081|Oenothera biennis L.|月見草
4609|1081|Oenothera glazioviana Micheli|黃花月見草
4610|1081|Oenothera laciniata J. Hill|裂葉月見草
4611|1081|Oenothera stricta Ledeb. ex Link|待宵草
4612|1081|Oenothera tetraptera Cav.|四翅月見草
4613|1081|Oenothera drummondii Hook.|月見草
4614|1082|Trapa bispinosa Roxb.|二角菱
4615|1082|Trapa bispinosa Roxb. var. iinumai Nakano|菱
4616|1082|Trapa natans L. var. japonica Nakai|鬼菱
4617|1082|Trapa natans L.|
4618|1082|Trapa natans L. var. incisa Makine|裂葉菱
4619|1082|Trapa taiwanensis Nakai|台灣菱
4620|1083|Haloragis micrantha (thunb.) R. Brown|小二仙草
4621|1084|Myriophyllum propinquum Cum|烏蘇里聚藻
4622|1084|Myriophyllum spicatum L.|聚藻
4623|1084|Myriophyllum aquaticum (Vell.) Verdc.|粉綠狐尾藻(水聚藻)
4624|1084|Myriophyllum dicoccum F. Muell.|雙室狐尾藻(雙室聚藻)
4625|1085|Theligonum formosanum (Ohwi) Ohwi & Liu|台灣纖花草
4626|1086|Alangium chinense (Lour.) Rehder|華八角楓
4627|1087|Camptotheca acuminata Dence.|早蓮(喜樹)
4628|1088|Aucuba chinensis Benth.|桃葉珊瑚
4629|1088|Aucuba chinensis Benth. var. fongfangshanensis Liao et al.|鳳凰山珊瑚
4630|1088|Aucuba japonica Thunb.|東瀛珊瑚(青木)
4631|1089|Benthamidia japonica (Sieb. & Zucc.) Hara|
4632|1089|Benthamidia japonica (Sieb. & Zucc.) Hara var. chinensis (Osborn) Hara|四照花
4633|1090|Cornus florida L.|大花四照花
4634|1090|Cornus controversa Hemsl.|燈台樹
4635|1090|Cornus kousa Buerg. ex Miq.|
4636|1090|Cornus macrophylla Wall.|梜木
4637|1091|Helwingia japonica (Thunb.) Dietr. subsp. formosana (Kanehira & Sasaki) Hara &  Kurosawa|台灣青莢葉
4638|1091|Helwingia japonica (Thunb.) Dietr.|
4639|1092|Swida controversa (Hemsl.) Sojak|燈台樹
4640|1092|Swida macrophylla (Wall.) Sojak|梜木
4641|1093|Acanthopanax ricinifolius Seem.|蓖麻葉五加
4642|1093|Acanthopanax spinosum Miq.|五加(八角葉)
4643|1093|Acanthopanax trifoliatum (L.) Merr.|三葉五加　
4644|1093|Acanthopanax trifoliatum (L.) Merr. var. setosus Li|毛脈三葉五加
4645|1094|Aralia armata (Wall.) Seem.|虎刺楤木
4646|1094|Aralia bipinnata Blanco|裡白楤木
4647|1094|Aralia cordata Thunb.|食用土當歸
4648|1094|Aralia decaisneana Hance|鵲不踏
4649|1094|Aralia taiwaniana Y. C. Liu & F. Y. Lu. ex Lu|台灣土當歸
4650|1095|Cussonia spicata Thunb.|粗根樹
4651|1096|Dendropanax dentiger (Harms ex Diels) Merr.|台灣樹參
4652|1096|Dendropanax trifidus (Thunb. ex Murray) Makino|三菱果樹參
4653|1096|Dendropanax pellucidopunctata (Hayata) Merr.|台灣樹參
4654|1096|Dendropanax pellcidopunctata (Hayata) Kanehira ex Kanehira & Hatusima|
4655|1096|Dendropanax ditiger (Harms ex Diels) Merr.|
4656|1097|Dizygotheca elegantissima (Veitch) Vig. & Guill.|孔雀木
4657|1098|Eleutherococcus trifoliatus (L.) S. Y. Hu|三葉五加　
4658|1098|Eleutherococcus trifoliatus (L.) S. Y. Hu var. setosus (Li) Ohashi|毛脈三葉五加
4659|1098|Eleutherococcus trifoliatus (L.) S. Y. Hu var. trifoliatus|三葉五加
4660|1099|Fatsia japonica (Thunb.) Decaisne & Planch.|日本八角金盤
4661|1099|Fatsia polycarpa Hayata|台灣八角金盤
4662|1100|Hedera japonica Tobler|常春藤
4663|1100|Hedera rhombea (Miq.) Bean|
4664|1100|Hedera rhombea (Miq.) Bean var. formosana (Nakai) Li|台灣常春藤
4665|1100|Hedera formosana Nakai|
4666|1101|Nothopanax fruticosum (L.) Miq.|梁王茶
4667|1102|Osmoxylon pectinatum (Merr.) Philipson|蘭嶼八角金盤
4668|1103|Pentapanax castanopsisicola Hayata|台灣五葉參
4669|1104|Polyscias balfouriana Bailey|圓葉福祿桐
4670|1104|Polyscias crispata (Bull) Bull|卷葉福祿桐
4671|1104|Polyscias fruticosa (L.) Harms var. deleauana N. E. Brown|細葉福祿桐
4672|1104|Polyscias guilfoylei (Bull ex Cogn. & March.) Bailey var. victoriae (Rod.) Bailey|碎葉福祿桐
4673|1104|Polyscias scutellaria (Burm. f.) Fosberg|大葉福祿桐
4674|1105|Schefflera arboricola (Hayata) Kanehira|鵝掌蘗
4675|1105|Schefflera octophylla (Lour.) Harms|鵝掌柴
4676|1105|Schefflera odorata (Blanco) Merr. & Rolfe|鵝掌藤
4677|1105|Schefflera taiwaniana (Nakai) Kanehira|台灣鵝掌柴
4678|1106|Sinopanax formosana (Hayata) Li|華參
4679|1107|Tetrapanax papyriferus (Hook.) K. Koch|通脫木
4680|1108|Textoria pellucidopunctata (Hayata) Kanehira & Sasaki ex Sasaki|
4681|1109|Boerlagiodendron pectinatum Merr.|蘭嶼八角金盤底
4682|1110|Kalopanax pictus Nakai|
4683|1110|Kalopanax pictus Nakai var. luchuensis Nemoto|
4684|1111|Angelica acutiloba (Sieb. & Zucc.) Kitagawa|日本當歸(大和當歸)
4685|1111|Angelica dahurica (Fisch.) Benth. & Hook.|
4686|1111|Angelica dahurica (Fisch.) Benth. & Hook. var. formosana (Boiss.) Yen|野當歸
4687|1111|Angelica hirsutiflora Liu, Chao & Chuang|濱當歸
4688|1111|Angelica morii Hayata|森氏當歸
4689|1111|Angelica morrisonicola Hayata|玉山當歸
4690|1111|Angelica morrisonicola Hayata var. nanhutashanensis Liu, Chao & Chuang|南湖當歸
4691|1111|Angelica morrisonicola Hayata var. morrisonicola|玉山當歸
4692|1111|Angelica taiwaniana Ying|台灣當歸
4693|1111|Angelica tarokoensis Hayata|太魯閣當歸
4694|1112|Apium graveolens L.|芹菜
4695|1112|Apium integrilobum Hayata|細葉芹菜
4696|1112|Apium leptophyllum F. Muell ex Benth.|薄葉芹菜
4697|1113|Bupleurum falcatum L.|鐮刀葉柴胡
4698|1113|Bupleurum kaoi Liu, Chao & Chuang|高氏柴胡
4699|1113|Bupleurum bicaule Helm|
4700|1114|Carum petroselinum Benth & Hook. f.|黃蒿
4701|1115|Caucalis leptophylla L.|薄葉高卡利
4702|1116|Centella asiatica (L.) Urb.|雷公根
4703|1117|Cnidium monnieri (L.) Gusson|
4704|1117|Cnidium monnieri (L.) Gusson var. formosanum (Yabe) Kitagawa|台灣芎藭
4705|1117|Cnidium officinale Makino|川芎(芎藭)
4706|1118|Conioselinum morrisonense Hayata|玉山彎柱芎
4707|1119|Coriandrum sativum L.|胡荽(莞蓑、香菜)
4708|1120|Cryptotaenia japonica Hassk.|鴨兒芹
4709|1120|Cryptotaenia canadensis (L.) DC|鴨兒芹
4710|1121|Daucus carota L. var. sativa DC.|胡蘿蔔(紅菜頭)
4711|1122|Eryngium foetidum L.|美國刺芫荽
4712|1122|Eryngium leavenwarthii Torr. & Gray|利便屋西刺芫荽
4713|1123|Foeniculum vulgare Gaertn.|懷香(茴香)
4714|1124|Glehnia littoralis F. Schmidt ex Miquel|濱防風
4715|1125|Hydrocotyle batrachium Hance|台灣天胡荽
4716|1125|Hydrocotyle benguetensis Elm.|菲島天胡荽
4717|1125|Hydrocotyle dichondroides Makino|毛天胡荽
4718|1125|Hydrocotyle keelungensis Liu, Chao & Chuang|基隆天胡荽
4719|1125|Hydrocotyle nepalensis Hook.|乞食碗
4720|1125|Hydrocotyle setulosa Hayata|阿里山天胡荽
4721|1125|Hydrocotyle sibthorpioides Lam.|天胡荽
4722|1125|Hydrocotyle formosana Masamune|台灣天胡荽
4723|1125|Hydrocotyle pseudo-conferta Masam.|
4725|1125|Hydrocotyle ramiflora Maxim.|
4726|1125|Hydrocotyle javanica Thunb.|乞食碗
4727|1125|Hydrocotyle ranunculifolia Ohwi|菲島天胡荽
4728|1125|Hydrocotyle delicata Elmer|毛天胡荽
4729|1126|Oenanthe javanica (Bl.) DC. subsp. rosthornii  (Diels)|水芹菜
4730|1126|Oenanthe javanica (Bl.) DC. subsp. javanica|水芹菜
4731|1126|Oenanthe javanica (Bl.) DC.|水芹菜
4732|1126|Oenanthe pterocaulon Liu, Chao & Chuang|翼莖水芹菜
4733|1127|Oreomyrrhis involucrata Hayata|山薰香
4734|1127|Oreomyrrhis taiwaniana Masam.|台灣山薰香
4735|1127|Oreomyrrhis nanhuensis C. H. Chen & J. C. Wang|南湖山薰香
4736|1128|Osmorhiza aristata (Thunb.) Makino & Yabe|臭根
4737|1129|Peucedanum formosanum Hayata|台灣前胡
4738|1129|Peucedanum japonicum Thunb.|日本前胡
4739|1129|Peucedanum graveoles Benth. & Hook.f.|苗栗前胡
4740|1130|Pimpinella diversifolia DC.|三葉茴香
4741|1130|Pimpinella niitakayamensis Hayata|玉山茴香
4742|1131|Sanicula lamelligera Hance|三葉山芹菜
4743|1131|Sanicula petagnioides Hayata|五葉山芹菜
4744|1131|Sanicula satsumana Maximouzine|
4745|1132|Sium suave Walt.|細葉零餘子
4746|1133|Torilis japonica (Houtt.) DC.|竊衣
4747|1133|Torilis scabra (Thunb.) DC.|紫花竊衣
4748|1135|Shortia exappendiculata Hayata|裂緣花
4749|1135|Shortia rotundifolia (Maxim.) Makino var. subcordata (Hayata) T. C. Huang & A. Hsiao|圓葉裂緣花
4750|1135|Shortia rotundifolia (Maxim.) Makino|倒卵葉裂緣花
4751|1135|Shortia rotundifolia (Maxim.) Makino var. rotundifolia|倒卵葉裂緣花
4752|1135|Shortia rotundifolia (Maxim.) Makino var. transalpina (Hayata) Yamazaki|高山裂緣花
4753|1135|Shortia rotundifolia (Maxim.) Makino var. ritoensis (Hayata) T. C. Huang & A. Hsiao|李棟山裂緣花
4754|1136|Cheilotheca humilis (Don) Keng var. glaberrima (Hara) Keng & Hsieh|阿里山水晶蘭
4755|1136|Cheilotheca humilis (D. Don) H. Keng|水晶蘭
4756|1136|Cheilotheca macrocarpa (H. Andres) Y. L. Chou|阿里山水晶蘭
4757|1137|Chimaphila japonica Miq.|日本愛冬葉
4758|1137|Chimaphila japonica Miq. var.taiwaniana (Masam.) Hsieh|台灣愛冬葉
4759|1137|Chimaphila monticola H. Andr.|台灣愛冬葉
4760|1138|Moneses uniflora (L.) A. Gray|單花鹿蹄草(單華錫杖花)
4761|1139|Monotropa hypopithys L.|錫杖花
4762|1139|Monotropa taiwaniana Ying|台灣錫杖花
4763|1139|Monotropa uniflora L.|單花錫杖花(台灣錫杖花)
4764|1140|Pyrola decorata Andres|斑紋鹿蹄草
4765|1140|Pyrola morrisonensis (Hayata) Hayata|玉山鹿蹄草
4766|1140|Pyrola alboreticulata Hayata|斑紋鹿蹄草
4767|1140|Pyrola japonica Klenze ex Alef.|日本鹿蹄草
4768|1141|Enkianthus perulatus Schneider|台灣吊鐘花
4769|1141|Enkianthus quinquefolius Lour.|吊鐘花
4770|1141|Enkianthus taiwanianus S. S. Ying|台灣吊鐘花
4771|1142|Gaultheria itoana Hayata|高山白珠樹
4772|1142|Gaultheria leucocarpa Blune f. cumingiana (Vidal) Sleumer|白珠樹
4773|1142|Gaultheria leucocarpa Blume|白珠樹
4774|1142|Gaultheria taiwaniana S. S. Ying|台灣白珠樹
4775|1142|Gaultheria cumingiana Vidal|白珠樹(冬青油樹)
4776|1142|Gaultheria borneensis Stapf.|
4777|1143|Lyonia ovalifolia (Wall.) Drude var. lanceolata (Wall.) Hand.-Mazz.|銳葉南燭
4778|1143|Lyonia ovalifolia (Wall.) Drude|南燭
4779|1143|Lyonia ovalifolia (Wall.) Drude var. ovalifolia|南燭
4780|1144|Pieris taiwanensis Hayata|台灣馬醉木
4781|1145|Rhododendron breviperulatum Hayata|南澳杜鵑(埔里杜鵑)
4782|1145|Rhododendron ellipticum Maxim.|西施花(青紫木)
4783|1145|Rhododendron formosanum Hemsl.|台灣杜鵑
4784|1145|Rhododendron hortense Nakai|紫琉球杜鵑
4785|1145|Rhododendron hyperythrum Hayata|南湖杜鵑(小西氏杜鵑)
4786|1145|Rhododendron indicum (L.) sweet|夏鵑
4787|1145|Rhododendron kanehirai Wilson|烏來杜鵑
4788|1145|Rhododendron kawakamii Hayata var. flaviflorum Liu & Chuang|黃花著生杜鵑
4789|1145|Rhododendron kawakamii Hayata|著生杜鵑
4790|1145|Rhododendron kiusianum Makino|九州杜鵑
4791|1145|Rhododendron lasiostylum Hayata|埔里杜鵑
4792|1145|Rhododendron ledifolium (Hook.) G. Don|白花杜鵑
4793|1145|Rhododendron longiperulatum Hayata|大屯杜鵑(大屯滿山紅)
4794|1145|Rhododendron mariesii Hemsl. & Wilson|守城滿山紅(馬禮士杜鵑)
4795|1145|Rhododendron morii Hayata|森氏杜鵑
4796|1145|Rhododendron mucronatum (Blume) G. Don.|白花杜鵑
4797|1145|Rhododendron nakaharai Hayata|中原氏杜鵑
4798|1145|Rhododendron noriakianum T. Suzuki|細葉杜鵑(南湖大山杜鵑、志佳陽杜鵑)
4799|1145|Rhododendron obtusum (Lindl.) Planch.|麒麟杜鵑(霧島杜鵑)
4800|1145|Rhododendron oldhamii Maxim.|金毛杜鵑
4801|1145|Rhododendron ovatum Planch. var. lamprophyllum (Hayata) Y. C. Liu, F. Y. Lu & C. H. Ou|長卵葉馬銀花
4802|1145|Rhododendron ovatum Planch. var. ovatum|馬銀花
4803|1145|Rhododendron ovatum Planch.|馬銀花
4804|1145|Rhododendron pseudochrysanthum Hayata|玉山杜鵑
4805|1145|Rhododendron pulchrum Sweet|豔紫杜鵑
4806|1145|Rhododendron rubropilosum Hayata var. taiwanalpinum (Ohwi) S. Y. Lu, Yuen P. Yang & Y. H. Tseng|台灣高山杜鵑
4807|1145|Rhododendron rubropilosum Hayata var. rubropilosum|紅毛杜鵑
4808|1145|Rhododendron rubropilosum Hayata|紅毛杜鵑
4809|1145|Rhododendron scabrum Don|火紅杜鵑
4810|1145|Rhododendron sikayotaizanense Masam.|志佳陽杜鵑
4811|1145|Rhododendron simsii Planch.|唐杜鵑
4812|1145|Rhododendron taiwanalpinum Ohwi|台灣高山杜鵑
4813|1145|Rhododendron taiwanianum S. S. Ying|著生杜鵑
4814|1145|Rhododendron tanakai Hayata|阿里山杜鵑(阿里山石楠)
4815|1145|Rhododendron tashiroi Maxim.|大武杜鵑
4816|1145|Rhododendron chilanshanense Kurashige|棲蘭山杜鵑
4817|1145|Rhododendron nankotaisanense Hayata|玉山杜鵑
4818|1145|Rhododendron ripense Makino|
4819|1145|Rhododendron rubropunctatum Hayata|玉山杜鵑
4820|1146|Vaccinium bracteatum Thunb.|米飯花
4821|1146|Vaccinium dunalianum Wight|
4822|1146|Vaccinium dunalianum Wight var. caudatifolium (Hayata) H. L. Li|珍珠花(長尾葉越橘)
4823|1146|Vaccinium emarginatum Hayata|凹葉越橘
4824|1146|Vaccinium japonicum Miq.|
4825|1146|Vaccinium japonicum Miq. var. lasiostemon Hayata|毛蕊花
4826|1146|Vaccinium merrillianum Hayata|高山越橘
4827|1146|Vaccinium randaiense Hayata|巒大越橘
4828|1146|Vaccinium wrightii Gray var. wrightii|大葉越橘
4829|1146|Vaccinium wrightii Gray|大葉越橘
4830|1146|Vaccinium wrightii Gray var. formosanum (Hayata) H. L. Li|台灣大葉越橘
4831|1146|Vaccinium kengii C. E. Chang|鞍馬山越橘
4832|1146|Vaccinium affine Wight|
4833|1146|Vaccinium formosanum Hayata|台灣大葉越橘
4834|1147|Agapetes emarginata (Hayata) Nakai|
4835|1148|Elliottia paniculata Benth. & Hook. f.|
4836|1149|Ardisia arborescens Wall.|大葉紫金牛
4837|1149|Ardisia brevicaulis Diels|屯鹿紫金牛(短莖紫金牛)
4838|1149|Ardisia brevicaulis Diels var. violacea (T. Suzuki) Walker|裏菫紫金牛
4839|1149|Ardisia chinensis Benth.|華紫金牛
4840|1149|Ardisia cornudentata Mez subsp. morrisonensis (Hayata) Yuen P. Yang var. stenosepala (Hayata) Yuen P. Yang|阿里山紫金牛
4841|1149|Ardisia cornudentata Mez subsp. morrisonensis (Hayata) Yuen P. Yang|雨傘仔(玉山紫金牛)
4842|1149|Ardisia cornudentata Mez subsp. cornudentata|雨傘仔
4843|1149|Ardisia cornudentata Mez|雨傘仔
4844|1149|Ardisia crenata Sims|珠砂根(鐵雨傘)
4845|1149|Ardisia crispa (Thunb.) DC. var. dielsii (L'ev.) Walker|台灣百兩金(山豆根、玉蘭草)
4846|1149|Ardisia crispa (Thunb.) A. DC.|百兩金
4847|1149|Ardisia japonica (Hornsted) Blume|紫金牛
4848|1149|Ardisia maclurei Merr.|麥氏紫金牛
4849|1149|Ardisia marginata Blume|蘭嶼紫金牛
4850|1149|Ardisia miaoliensis Lu|苗栗紫金牛
4851|1149|Ardisia pusilla A. DC.|輪葉紫金牛
4852|1149|Ardisia quinquegona Blume|小葉樹杞
4853|1149|Ardisia sieboldii Miq.|樹杞
4854|1149|Ardisia squamulosa Presl|春不老
4855|1149|Ardisia stenosepala Hayata.|阿里山雨傘子
4856|1149|Ardisia virens Kurz|黑星紫金牛
4857|1149|Ardisia elliptica Thunb.|蘭嶼紫金牛
4858|1149|Ardisia kusukuensis Hayata|高士佛紫金牛
4859|1149|Ardisia violacea (T. Suzuki) W. Z. Fang & K Yao|裡菫紫金牛
4860|1149|Ardisia villosa Roxb.|雪下紅
4861|1149|Ardisia primulaefolia Gardn & Champ. ex Benth.|
4862|1149|Ardisia sciophila T. Suzuki|
4863|1150|Bladhia humila (Vahl) Sasaki|矮紫金牛
4864|1151|Embelia laeta (L.) Mez var. papilligera (Nakai) Walker|藤毛木槲
4865|1151|Embelia laeta (L.) Mez|藤木槲
4866|1151|Embelia laeta (L.) Mez var. laeta|藤木槲
4867|1151|Embelia lenticellata Hayata|賽山椒
4868|1151|Embelia rudis Hand.-Mazz.|野山椒
4869|1152|Maesa elmerii Mez|菲律賓山桂花
4870|1152|Maesa japonica (Thunb.) Moritzi ex Zoll.|山桂花
4871|1152|Maesa perlaria (Lour.) Merr. var. perlaria|鯽魚膽
4872|1152|Maesa perlaria (Lour.) Merr. var. formosana (Mez) Yuen P. Yang|台灣山桂花
4873|1152|Maesa perlaria (Lour.) Merr.|鯽魚膽
4874|1152|Maesa tenera Mez|台灣山桂花
4875|1152|Maesa lanyuensis Yuen P.Yang|蘭嶼山桂花
4876|1152|Maesa formosana Mez|
4877|1153|Myrsine africana L.|小葉鐵仔
4878|1153|Myrsine seguinii H. Lév.|大明橘
4879|1153|Myrsine stolonifera (Koidz.) Walker|蔓竹杞
4880|1154|Aegiceras corniculatum (L.) Blanco|
4881|1155|Anagallis arvensis L.|琉璃繁縷
4882|1156|Androsace umbellata (Lour.) Merr.|地錢草
4883|1157|Cyclamen europaeum L.|歐洲仙客來
4884|1157|Cyclamen latifolium Sibth. & Smith|廣葉仙客來
4885|1157|Cyclamen persicum Mill.|仙客來
4886|1158|Lysimachia ardisioides Masam.|台灣排香
4887|1158|Lysimachia capillipes Hemsl.|排香草
4888|1158|Lysimachia congestiflora Hemsl.|叢生花珍珠菜(台灣珍珠菜)
4889|1158|Lysimachia decurrens G. Forster|異葉珍珠菜
4890|1158|Lysimachia formosana Honda|蓬萊珍(珠萊)
4891|1158|Lysimachia fortunei Maxim.|星宿菜
4892|1158|Lysimachia japonica Thunb.|小茄
4893|1158|Lysimachia leucantha Miq.|白花珍珠菜
4894|1158|Lysimachia mauritiana Lam.|茅毛珍珠菜
4895|1158|Lysimachia nigropunctata Masam.|黑點珍珠菜
4896|1158|Lysimachia simulans Hemsl.|波緣珍珠菜
4897|1158|Lysimachia taiwaniana Suzuki ex Kao|台灣珍珠菜
4898|1158|Lysimachia remota Petitm.|蓬萊珍珠菜
4899|1158|Lysimachia chingshuiensis C.-I Peng & C. M. Hu|清水山過路黃
4900|1158|Lysimachia saurauifolia S. S. Ying|
4901|1158|Lysimachia christinae Hance|
4902|1158|Lysimachia sikokiana Miq.|
4903|1159|Primula acaulis Hill.|無莖櫻草
4904|1159|Primula forbesii Franch.|佛貝氏櫻草
4905|1159|Primula japonica A. Gray|日本櫻草
4906|1159|Primula malacoides Franch.|報春花
4907|1159|Primula miyabeana Ito & Kawakami|玉山櫻草
4908|1159|Primula obconica Hance|鮮荷蓮報春
4909|1159|Primula sinensis Sabine|藏報春
4910|1160|Stimpsonia chamaedryoides C. Wright ex A. Gray|施丁草
4911|1161|Armeria plantaginea (All.) Willd.|桃花釵
4912|1162|Limonium sinense (Girard) Kuntze|石蓯蓉
4913|1162|Limonium sinuatum (L.) Mill|不凋花
4914|1162|Limonium wrightii (Hance) Kuntze|烏芙蓉
4915|1163|Plumbago auriculata Lam.|藍雪花
4916|1163|Plumbago indica L.|印度烏面馬
4917|1163|Plumbago zeylanica L.|烏面馬
4918|1165|Achras zapota L.|人心果
4919|1166|Chrysophyllum cainito L.|星蘋果
4920|1166|Chrysophyllum monopyrenum Sw.|石星蘋果
4921|1166|Chrysophyllum roxburghii G. Don|羅氏星蘋果
4922|1167|Lucuma nervasa A. DC.|蛋黃果
4923|1168|Manilkara zapota (L.) van Royen|人心果
4924|1169|Mimusops elengi L.|牛油果
4925|1169|Mimusops kauki L.|
4926|1170|Palaquium formosanum Hayata|大葉山欖(台灣膠木)
4927|1170|Palaquium gutta Burck|膠木
4928|1171|Pouteria duclitan (Blanco) Baehni|蘭嶼山欖
4929|1171|Pouteria obovata (R. Brown) Baehni|山欖(樹青)
4930|1172|Planchonella duclitan (Blanco) Bakh.f.|蘭嶼山欖
4931|1172|Planchonella obovata (R. Brown) Pierre|山欖(樹青)
4932|1174|Diospyros armata Hemsl.|瓶蘭花
4933|1174|Diospyros discolor Willd.|毛柿
4934|1174|Diospyros eriantha Champ. ex Benth.|軟毛柿
4935|1174|Diospyros ferrea (Willd.) Bakhuizen|象牙柿(烏皮石柃、象牙樹)
4936|1174|Diospyros japonica Siebold & Zucc.|山柿
4937|1174|Diospyros kaki Thunb.|柿
4938|1174|Diospyros kotoensis Yamazaki|蘭嶼柿
4939|1174|Diospyros maritima Blume|黃心柿
4940|1174|Diospyros montana Roxb.|山柿樹
4941|1174|Diospyros morrisiana Hance|山紅柿(油柿)
4942|1174|Diospyros oldhamii Maxim.|俄氏柿(台東柿)
4943|1174|Diospyros oldhamii Maxim. f. ellipsoidea (Odashima) Li|台灣柿
4944|1174|Diospyros philippensis (Desr.) Gurke|毛柿
4945|1174|Diospyros rhombifolia Hemsl.|菱葉柿
4946|1174|Diospyros vaccinioides Lindl.|楓港柿
4947|1174|Diospyros malabarica (Desr.) Kostel|
4948|1175|Alniphyllum pterospermum Matsum.|假赤楊(冇丹樹、丹招樹)
4949|1176|Styrax formosana Matsum. var. formosana|烏皮九芎(奮起湖野茉莉)
4950|1176|Styrax formosana Matsum. var. hayataiana (Perkins) Li|恒春野茉莉(早田氏紅皮)
4951|1176|Styrax formosana Matsum.|烏皮九芎(奮起湖野茉莉)
4952|1176|Styrax japonica Sieb. & Zucc. var. kotoensis (Hayata) Masam.  & Suzuki|蘭嶼野茉莉(蘭嶼安息香)
4953|1176|Styrax japonica Sieb. & Zucc.|
4954|1176|Styrax matsumuraei Perkins|台灣野茉莉
4955|1176|Styrax suberifolia Hook. & Arn. var. hayataianum (Perk.) Mori|恒春野茉莉(早田氏紅皮)
4956|1176|Styrax suberifolia Hook. & Arn.|紅皮(葉下白、赤仔尾)
