FullnameWithAuthors	FullnameNoAuthors	SourceID	OutputNameID	OutputHowMatched	OutputFullNameWithAuthors	OutputAbbreviatedTitle	OutputCollation	OutputVolume	OutputIssue	OutputPage	OutputTitlePageYear	OutputYearPublished	OutputNomenclatureStatus	OutputBHLLink	OutputBatchID
	Braya	13110	40031331	FullnameNoAuthors	Braya Sternb. & Hoppe	Denkschr. Königl.-Baier. Bot. Ges. Regensburg	1: 65	1		65	1815		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:5802&volume=1&issue=&spage=65&date=1815	7067
	Cakile	13111	40034255	FullnameNoAuthors	Cakile Mill.	Gard. Dict. Abr. (ed. 4)	vol. 1			vol. 1	1754		No opinion		7067
	Hippuris	13112	40026364	FullnameNoAuthors	Hippuris L.	Sp. Pl.	1: 4	1		4	1753		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=4&date=1753	7067
	Ceratostigma	13113	40004581	FullnameNoAuthors	Ceratostigma Bunge	Enum. Pl. China Bor.	55			55	1833	1833	No opinion		7067
	Polemonium	13114	40013414	FullnameNoAuthors	Polemonium L.	Sp. Pl.	1: 162	1		162	1753		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=162&date=1753	7067
	Allophyllum	13115	40010365	FullnameNoAuthors	Allophyllum (Nutt.) A.D. Grant & V.E. Grant	Aliso	3: 98	3		98	1955		No opinion		7067
	Cantua	13116	40000828	FullnameNoAuthors	Cantua Juss. ex Lam.	Encycl.	1: 603	1		603	1785		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:824&volume=1&issue=&spage=603&date=1785	7067
	Collomia	13117	40012270	FullnameNoAuthors	Collomia Nutt.	Gen. N. Amer. Pl.	1: 126–127	1		126	1818		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:290&volume=1&issue=&spage=126&date=1818	7067
	Ipomopsis	13119	40031401	FullnameNoAuthors	Ipomopsis Michx.	Fl. Bor.-Amer.	1: 141–142	1		141	1803		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:330&volume=1&issue=&spage=141&date=1803	7067
	Podostemum	13120	40012821	FullnameNoAuthors	Podostemum Michx.	Fl. Bor.-Amer.	2: 164–165, pl. 44 [as "Podostemon"]	2		164	1803		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:330&volume=2&issue=&spage=164&date=1803	7067
	Linanthus	13121	40007046	FullnameNoAuthors	Linanthus Benth.	Edwards's Bot. Reg.	19: sub pl. 1622	19		sub pl. 1622	1833		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:383&volume=19&issue=&spage=sub pl. 1622&date=1833	7067
	Navarretia	13122	40025568	FullnameNoAuthors	Navarretia Ruiz & Pav.	Fl. Peruv. Prodr.	20			20	1794		Legitimate		7067
	Xanthophyllum	13123	40027021	FullnameNoAuthors	Xanthophyllum Roxb.	Pl. Coromandel	3: 81	3		81	1820		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:467&volume=3&issue=&spage=81&date=1820	7067
	Aconogonon	13124	40031077	FullnameNoAuthors	Aconogonon (Meisn.) Rchb.	Handb. Nat. Pfl.-Syst.	236			236	1837		nom. cons.	http://www.biodiversitylibrary.org/openurl?pid=title:7598&volume=&issue=&spage=236&date=1837	7067
	Bistorta	13125	50271023	FullnameNoAuthors	Bistorta (L.) Scop.	Meth. Pl.	24			24	1754		Legitimate		7067
	Eriogonum	13126	40005305	FullnameNoAuthors	Eriogonum Michx.	Fl. Bor.-Amer.	1: 246, pl. 24	1		246	1803		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:330&volume=1&issue=&spage=246&date=1803	7067
	Brunnichia	13127	40032313	FullnameNoAuthors	Brunnichia Banks ex Gaertn.	Fruct. Sem. Pl.	1: 213–214, pl. 45, f. 2	1		213	1788		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:53838&volume=1&issue=&spage=213&date=1788	7067
	Descurainia	13128	40028497	FullnameNoAuthors	Descurainia Webb & Berthel.	Hist. Nat. Îles Canaries	3(2,1): 72–73	3	2,1	72	1836		nom. cons.	http://www.biodiversitylibrary.org/openurl?pid=title:60795&volume=3&issue=2,1&spage=72&date=1836	7067
	Dilophia	13129	40031273	FullnameNoAuthors	Dilophia Thomson	Hooker's J. Bot. Kew Gard. Misc.	5: 19	5		19	1853		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:236&volume=5&issue=&spage=19&date=1853	7067
	Dimorphostemon	13130	40031530	FullnameNoAuthors	Dimorphostemon Kitag.		3(App. 1): 239.	3	App. 1	239.	1939	1939	No opinion		7067
	Dithyrea	13131	40034229	FullnameNoAuthors	Dithyrea Harv.	London J. Bot.	4: 77–78, pl. 5	4		77	1845		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:235&volume=4&issue=&spage=77&date=1845	7067
	Chorispora	13132	40008078	FullnameNoAuthors	Chorispora R. Br. ex DC.	Mém. Mus. Hist. Nat.	7(1): 237	7	1	237	1821		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:50067&volume=7&issue=1&spage=237&date=1821	7067
	Christolea	13133	40008259	FullnameNoAuthors	Christolea Cambess.	Voy. Inde	4(Bot.): 17	4	Bot.	17	1835	1835	No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:50803&volume=4&issue=Bot.&spage=17&date=1835	7067
	Dontostemon	13134	40035023	FullnameNoAuthors	Dontostemon Andrz. ex Ledeb.	Fl. Altaic.	3: 4, 118	3		4	1831		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:6618&volume=3&issue=&spage=4&date=1831	7067
	Erysimum	13135	40005873	FullnameNoAuthors	Erysimum L.	Sp. Pl.	2: 660	2		660	1753		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=2&issue=&spage=660&date=1753	7067
	Goldbachia	13136	40015807	FullnameNoAuthors	Goldbachia DC.	Mém. Mus. Hist. Nat.	7: 242	7		242	1821		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:50067&volume=7&issue=&spage=242&date=1821	7067
	Pleuropterus	13137	40011898	FullnameNoAuthors	Pleuropterus Turcz.	Bull. Soc. Imp. Naturalistes Moscou	21(1): 587	21	1	587	1848		No opinion		7067
	Streptanthus	13138	40006879	FullnameNoAuthors	Streptanthus Nutt.	J. Acad. Nat. Sci. Philadelphia	5(1): 134–135, pl. 7	5	1	134	1825		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:34362&volume=5&issue=1&spage=134&date=1825	7067
	Sophiopsis	13139	40002068	FullnameNoAuthors	Sophiopsis O.E. Schulz	Pflanzenr.	IV. 105(Heft 86): 346	IV. 105	Heft 86	346	1924		No opinion		7067
	Solms-laubachia	13140	40001927	FullnameNoAuthors	Solms-laubachia Muschl. ex Diels	Notes Roy. Bot. Gard. Edinburgh	5(25): 205–206	5	25	205	1912		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:43948&volume=5&issue=25&spage=205&date=1912	7067
	Smelowskia	13141	40001328	FullnameNoAuthors	Smelowskia C.A. Mey.	Icon. Pl.	2: 17, pl. 151	2		17	1830		nom. cons.	http://www.biodiversitylibrary.org/openurl?pid=title:46626&volume=2&issue=&spage=17&date=1830	7067
	Macropodium	13142	40011668	FullnameNoAuthors	Macropodium W.T. Aiton	Hortus Kew.	4: 108	4		108	1812		Legitimate		7067
	Lesquerella	13143	40005508	FullnameNoAuthors	Lesquerella S. Watson	Proc. Amer. Acad. Arts	23(2): 249–255	23	2	249	1888		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:3934&volume=23&issue=2&spage=249&date=1888	7067
	Leiospora	13144	50202572	FullnameNoAuthors	Leiospora (C.A. Mey.) Dvo?ák	Spisy P?ír. Fak. Univ. v Brn?	497: 356	497		356	1968		No opinion		7067
	Idahoa	13145	40030505	FullnameNoAuthors	Idahoa A. Nelson & J.F. Macbr.	Bot. Gaz.	56(6): 474	56	6	474	1913		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:9540&volume=56&issue=6&spage=474&date=1913	7067
	Hedinia	13146	40022172	FullnameNoAuthors	Hedinia Ostenf.	S. Tibet, Bot.	6(3): 76	6	3	76	1922	1922	No opinion		7067
	Malcolmia	13147	40012668	FullnameNoAuthors	Malcolmia W.T. Aiton	Hortus Kew.	4: 121	4		121	1812		nom. cons.		7067
	Megacarpaea	13148	40015602	FullnameNoAuthors	Megacarpaea DC.	Mém. Mus. Hist. Nat.	7: 230	7		230	1821		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:50067&volume=7&issue=&spage=230&date=1821	7067
	Neotorularia	13149	40038280	FullnameNoAuthors	Neotorularia Hedge & J. Léonard	Bull. Jard. Bot. Belg.	56(3–4): 393–395	56	3-4	393	1986	1986	No opinion		7067
	Oreoloma	13150	50202628	FullnameNoAuthors	Oreoloma Botsch.	Bot. Žhurn. (Moscow & Leningrad)	65: 425	65		425	1980		No opinion		7067
	Pegaeophyton	13151	40002999	FullnameNoAuthors	Pegaeophyton Hayek & Hand.-Mazz.	Akad. Wiss. Wien, Math.-Naturwiss. Kl., Anz.	59: 245	59		245	1922		No opinion		7067
	Sisymbriopsis	13153	40001018	FullnameNoAuthors	Sisymbriopsis Botsch. & Tzvelev	Bot. Mater. Gerb. Bot. Inst. Komarova Akad. Nauk SSSR	21: 143	21		143	1961		No opinion		7067
	Torularia	13154	50326667	FullnameNoAuthors	Torularia Bonnem.						1828		No opinion		7067
	Thysanocarpus	13155	40014295	FullnameNoAuthors	Thysanocarpus Hook.	Fl. Bor.-Amer.	1(2): 69–70, pl. 18, f. A	1	2	69	1830		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:691&volume=1&issue=2&spage=69&date=1830	7067
	Taphrospermum	13156	40010105	FullnameNoAuthors	Taphrospermum C.A. Mey.	Fl. Altaic.	3: 172	3		172	1831	1831	No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:6618&volume=3&issue=&spage=172&date=1831	7067
	Borneodendron	13157	40029543	FullnameNoAuthors	Borneodendron Airy Shaw	Kew Bull.	16: 359	16		359	1963		No opinion		7067
	Brunellia	13159	40032258	FullnameNoAuthors	Brunellia Ruiz & Pav.	Fl. Peruv. Prodr.	71			71	1794		No opinion		7067
	Calycanthus	13160	40035791	FullnameNoAuthors	Calycanthus L.	Syst. Nat. (ed. 10)	2: 1053, 1066	2		1053	1759		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:542&volume=2&issue=&spage=1053&date=1759	7067
	Chimonanthus	13161	40007043	FullnameNoAuthors	Chimonanthus Lindl.	Bot. Reg.	5: pl. 404	5		pl. 404	1819		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:382&volume=5&issue=&spage=pl. 404&date=1819	7067
	Sinocalycanthus	13162	40000601	FullnameNoAuthors	Sinocalycanthus (W.C. Cheng & S.Y. Chang) W.C. Cheng & S.Y. Chang	Acta Phytotax. Sin.	9: 137	9		137	1964		No opinion		7067
	Apetahia	13163	40017188	FullnameNoAuthors	Apetahia Baill.	Bull. Mens. Soc. Linn. Paris	1: 310	1		310	1882		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:10532&volume=1&issue=&spage=310&date=1882	7067
	Asyneuma	13164	40021949	FullnameNoAuthors	Asyneuma Griseb. & Schenk	Arch. Naturgesch.	18(1): 335	18	1	335	1852		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:6638&volume=18&issue=1&spage=335&date=1852	7067
	Dacryodes	13165	40021071	FullnameNoAuthors	Dacryodes Vahl	Skr. Naturhist.-Selsk.	6: 116	6		116	1810		No opinion		7067
	Garuga	13166	40012577	FullnameNoAuthors	Garuga Roxb.	Pl. Coromandel	3: 5	3		5	1811		No opinion		7067
	Santiria	13167	40029416	FullnameNoAuthors	Santiria Blume	Mus. Bot.	1: 209	1		209	1850		No opinion		7067
	Polygonella	13168	40014013	FullnameNoAuthors	Polygonella Michx.	Fl. Bor.-Amer.	2: 240–241	2		240	1803		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:330&volume=2&issue=&spage=240&date=1803	7067
	Heterocodon	13169	40025016	FullnameNoAuthors	Heterocodon Nutt.	Trans. Amer. Philos. Soc., n.s.	8: 255	8		255	1843	1842	No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:41515&volume=8&issue=&spage=255&date=1843	7067
	Phyteuma	13170	40008343	FullnameNoAuthors	Phyteuma L.	Sp. Pl.	1: 170	1		170	1753		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=170&date=1753	7067
	Rollandia	13171	40026726	FullnameNoAuthors	Rollandia Gaudich.	Voy. Uranie	458			458	1829		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:15862&volume=&issue=&spage=458&date=1829	7067
	Siphocampylus	13172	40000787	FullnameNoAuthors	Siphocampylus Pohl	Pl. Bras. Icon. Descr.	2: 104–105	2		104	1831		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:451&volume=2&issue=&spage=104&date=1831	7067
	Centropogon	13173	40003777	FullnameNoAuthors	Centropogon C. Presl	Prodr. Monogr. Lobel.	48			48	1836		No opinion		7067
	Clermontia	13174	40010256	FullnameNoAuthors	Clermontia Gaudich.	Voy. Uranie	459			459	1829		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:15862&volume=&issue=&spage=459&date=1829	7067
	Cyananthus	13176	40018729	FullnameNoAuthors	Cyananthus Wall. ex Benth.	Ill. Bot. Himal. Mts.	1: 309	1		309	1836		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:449&volume=1&issue=&spage=309&date=1836	7067
	Cyanea	13177	40018755	FullnameNoAuthors	Cyanea Gaudich.	Voy. Uranie	457			457	1829		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:15862&volume=&issue=&spage=457&date=1829	7067
	Stixis	13178	40006448	FullnameNoAuthors	Stixis Lour.	Fl. Cochinch.	1: 290, 295	1		290	1790		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:560&volume=1&issue=&spage=290&date=1790	7067
	Dipelta	13179	40032022	FullnameNoAuthors	Dipelta Maxim.	Bull. Acad. Imp. Sci. Saint-Petersbourg, sér. 3	24(1): 50	24	1	50	1877		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:49351&volume=24&issue=1&spage=50&date=1877	7067
	Kolkwitzia	13180	40036211	FullnameNoAuthors	Kolkwitzia Graebn.	Bot. Jahrb. Syst.	29(5): 593–594	29	5	593	1901		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:60&volume=29&issue=5&spage=593&date=1901	7067
	Reynoutria	13182	40024088	FullnameNoAuthors	Reynoutria Houtt.	Nat. Hist.	2(8): 639	2	8	639	1777		No opinion		7067
	Rheum	13183	40024549	FullnameNoAuthors	Rheum L.	Sp. Pl.	1: 371	1		371	1753		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=371&date=1753	7067
	Ruprechtia	13184	40027773	FullnameNoAuthors	Ruprechtia C.A. Mey.	Mém. Acad. Imp. Sci. St.-Pétersbourg Divers Savans	6: 148–150	6		148	1845	1840	Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:53549&volume=6&issue=&spage=148&date=1845	7067
	Tovara	13185													7067
	Triplaris	13186	40018978	FullnameNoAuthors	Triplaris Loefl.	Iter Hispan.	229, 256			229	1758		Legitimate		7067
	Calyptridium	13187	40036099	FullnameNoAuthors	Calyptridium Nutt.	Fl. N. Amer.	1(2): 198	1	2	198	1838		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:9466&volume=1&issue=2&spage=198&date=1838	7067
	Spraguea	13188	40004001	FullnameNoAuthors	Spraguea Torr.	Proc. Amer. Assoc. Advancem. Sci.	4: 191–192	4		191	1851		No opinion		7067
	Claytonia	13189	40009917	FullnameNoAuthors	Claytonia L.	Sp. Pl.	1: 204	1		204	1753		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=204&date=1753	7067
	Montia	13190	40022539	FullnameNoAuthors	Montia L.	Sp. Pl.	1: 87	1		87	1753		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=87&date=1753	7067
	Pomatosace	13191	40014579	FullnameNoAuthors	Pomatosace Maxim.	Bull. Acad. Imp. Sci. Saint-Petersbourg, sér. 3	27: 499	27		499	1881		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:49351&volume=27&issue=&spage=499&date=1881	7067
	Cortusa	13192	40014645	FullnameNoAuthors	Cortusa L.	Sp. Pl.	1: 144	1		144	1753		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=144&date=1753	7067
	Dodecatheon	13193	40034515	FullnameNoAuthors	Dodecatheon L.	Sp. Pl.	1: 144	1		144	1753		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=144&date=1753	7067
	Glaux	13194	40014723	FullnameNoAuthors	Glaux L.	Sp. Pl.	1: 207	1		207	1753		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=207&date=1753	7067
	Hottonia	13195	40027842	FullnameNoAuthors	Hottonia L.	Sp. Pl.	1: 145	1		145	1753		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=145&date=1753	7067
	Omphalogramma	13196	40031664	FullnameNoAuthors	Omphalogramma (Franch.) Franch.	Bull. Soc. Bot. France	45: 178–179	45		178	1898	1898	No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:359&volume=45&issue=&spage=178&date=1898	7067
	Macrodiervilla	13197	40011420	FullnameNoAuthors	Macrodiervilla Nakai	J. Jap. Bot.	12: 3	12		3	1936		No opinion		7067
	Weigela	13198	40025681	FullnameNoAuthors	Weigela Thunb.	Kongl. Vetensk. Acad. Nya Handl.	1: 137, pl. 5	1		137	1780	1781	Legitimate		7067
	Symphoricarpos	13199	40008484	FullnameNoAuthors	Symphoricarpos Duhamel	Traité Arbr. Arbust.	2: 295	2		295	1755		Legitimate		7067
	Triosteum	13200	40018823	FullnameNoAuthors	Triosteum L.	Sp. Pl.	1: 176	1		176	1753		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=176&date=1753	7067
	Pilostyles	13201	40008927	FullnameNoAuthors	Pilostyles Guill.	Ann. Sci. Nat., Bot., sér. 2	2(1): 21, pl. 1	2	1	21	1834		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:5010&volume=2&issue=1&spage=21&date=1834	7067
	Samolus	13202	40029176	FullnameNoAuthors	Samolus L.	Sp. Pl.	1: 171	1		171	1753		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=171&date=1753	7067
	Trientalis	13203	40018214	FullnameNoAuthors	Trientalis L.	Sp. Pl.	1: 344	1		344	1753		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=344&date=1753	7067
	Buckinghamia	13204	40032733	FullnameNoAuthors	Buckinghamia F. Muell.	Fragm.	6: 247	6		247	1868		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:287&volume=6&issue=&spage=247&date=1868	7067
	Cardwellia	13205	40001411	FullnameNoAuthors	Cardwellia F. Muell.	Fragm.	5: 23	5		23	1865		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:287&volume=5&issue=&spage=23&date=1865	7067
	Finschia	13206	40009520	FullnameNoAuthors	Finschia Warb.	Bot. Jahrb. Syst.	13: 297	13		297	1891		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:60&volume=13&issue=&spage=297&date=1891	7067
	Leucadendron	13207	40005589	FullnameNoAuthors	Leucadendron R. Br.	Trans. Linn. Soc. London	10: 50	10		50	1811	1810	Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:683&volume=10&issue=&spage=50&date=1811	7067
	Lomatia	13208	40008376	FullnameNoAuthors	Lomatia R. Br.	Trans. Linn. Soc. London	10: 199	10		199	1811	1810	nom. cons.	http://www.biodiversitylibrary.org/openurl?pid=title:683&volume=10&issue=&spage=199&date=1811	7067
	Opisthiolepis	13209	40032541	FullnameNoAuthors	Opisthiolepis L.B. Sm.	Proc. Roy. Soc. Queensland	62: 79	62		79	1952		No opinion		7067
	Placospermum	13210	40009966	FullnameNoAuthors	Placospermum C.T. White	Proc. Roy. Soc. Queensland	35: 79	35		79	1924		No opinion		7067
	Megahertzia	13211													7067
	Stirlingia	13212	40006420	FullnameNoAuthors	Stirlingia Endl.	Gen. Pl.	339			339	1837		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:728&volume=&issue=&spage=339&date=1837	7067
	Stenocarpus	13213	40005326	FullnameNoAuthors	Stenocarpus R. Br.	Trans. Linn. Soc. London	10(1): 201–202	10	1	201	1811	1810	Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:683&volume=10&issue=1&spage=201&date=1811	7067
	Pteridophyllum	13214	40019433	FullnameNoAuthors	Pteridophyllum Siebold & Zucc.	Abh. Math.-Phys. Cl. Königl. Bayer. Akad. Wiss.	3: 719	3		719	1843		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:10920&volume=3&issue=&spage=719&date=1843	7067
	Anemoclema	13215	40014373	FullnameNoAuthors	Anemoclema (Franch.) W.T. Wang	Acta Phytotax. Sin.	9(2): 105–106	9	2	105	1964	1964	No opinion		7067
	Asteropyrum	13216	40021503	FullnameNoAuthors	Asteropyrum J.R. Drumm. & Hutch.	Bull. Misc. Inform. Kew	1920: 154, 155	1920		154	1920		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:10719&volume=1920&issue=&spage=154&date=1920	7067
	Beesia	13217	40025918	FullnameNoAuthors	Beesia Balf. f. & W.W. Sm.	Notes Roy. Bot. Gard. Edinburgh	9: 63	9		63	1915		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:43948&volume=9&issue=&spage=63&date=1915	7067
	Callianthemum	13218	40034928	FullnameNoAuthors	Callianthemum C.A. Mey.	Fl. Altaic.	2: 269, 336	2		269	1830		No opinion		7067
	Batrachium	13219	40025513	FullnameNoAuthors	Batrachium (DC.) Gray	Nat. Arr. Brit. Pl.	2: 720	2		720	1821	1821	No opinion		7067
	Caltha	13220	40035730	FullnameNoAuthors	Caltha L.	Sp. Pl.	1: 558	1		558	1753		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=558&date=1753	7067
	Myrcia	13221	40024268	FullnameNoAuthors	Myrcia DC.	Dict. Class. Hist. Nat.	11: 406	11		406	1827		nom. cons.	http://www.biodiversitylibrary.org/openurl?pid=title:33901&volume=11&issue=&spage=406&date=1827	7067
	Myrcianthes	13222	40024277	FullnameNoAuthors	Myrcianthes O. Berg	Linnaea	27(3): 315	27	3	315	1854	1856	No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:626&volume=27&issue=3&spage=315&date=1854	7067
	Myrtella	13223	40024683	FullnameNoAuthors	Myrtella F. Muell.	Descr. Notes Papuan Pl.	105			105	1877		No opinion		7067
	Pimenta	13224	40008985	FullnameNoAuthors	Pimenta Lindl.	Coll. Bot.	4: sub t. 19	4		sub t. 19	1821		No opinion		7067
	Rhodamnia	13225	40024832	FullnameNoAuthors	Rhodamnia Jack	Malayan Misc.	2(7): 48	2	7	48	1822		No opinion		7067
	Ristantia	13226	40026138	FullnameNoAuthors	Ristantia Peter G. Wilson & J.T. Waterh.	Austral. J. Bot.	30: 442	30		442	1982		No opinion		7067
	Sphaerantia	13227	50264450	FullnameNoAuthors	Sphaerantia Peter G. Wilson	Telopea	3(2): 260	3	2	260	1988		No opinion		7067
	Stockwellia	13228	50266102	FullnameNoAuthors	Stockwellia D.J. Carr, S.G.M. Carr & B. Hyland	Bot. J. Linn. Soc.	139(4): 416	139	4	416	2002		No opinion		7067
	Tristaniopsis	13229	40019431	FullnameNoAuthors	Tristaniopsis Brongniart & Gris	Bull. Soc. Bot. France	10: 371	10		371	1863		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:359&volume=10&issue=&spage=371&date=1863	7067
	Uromyrtus	13230	40022095	FullnameNoAuthors	Uromyrtus Burret	Notizbl. Bot. Gart. Berlin–Dahlem	15: 490	15		490	1941		No opinion		7067
	Xanthostemon	13231	40027072	FullnameNoAuthors	Xanthostemon F. Muell.	Hooker's J. Bot. Kew Gard. Misc.	9: 17	9		17	1857		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:236&volume=9&issue=&spage=17&date=1857	7067
	Nolana	13232	40028723	FullnameNoAuthors	Nolana L. f.	Dec. Pl. Horti Upsal.	1: 3, pl. 2	1		3	1762		No opinion		7067
	Commicarpus	13234	40012899	FullnameNoAuthors	Commicarpus Standl.	Contr. U.S. Natl. Herb.	12(8): 373–374	12	8	373	1909		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:687&volume=12&issue=8&spage=373&date=1909	7067
	Davidia	13235	40022408	FullnameNoAuthors	Davidia Baill.	Adansonia	10: 114	10		114	1871		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:600&volume=10&issue=&spage=114&date=1871	7067
	Zabelia	13236	40028005	FullnameNoAuthors	Zabelia (Rehder) Makino	Makinoa	9: 175	9		175	1948		Legitimate		7067
	Alsine	13237	40010849	FullnameNoAuthors	Alsine L.	Sp. Pl.	1: 272	1		272	1753		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=272&date=1753	7067
	Sladenia	13238	40001257	FullnameNoAuthors	Sladenia Kurz	J. Bot.	11: 194	11		194	1873		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:15787&volume=11&issue=&spage=194&date=1873	7067
	Helixanthera	13239	40022947	FullnameNoAuthors	Helixanthera Lour.	Fl. Cochinch.	1: 142	1		142	1790		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:560&volume=1&issue=&spage=142&date=1790	7067
	Diapensia	13240	40029226	FullnameNoAuthors	Diapensia L.	Sp. Pl.	1: 141	1		141	1753		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=141&date=1753	7067
	Spatholobus	13241	40002723	FullnameNoAuthors	Spatholobus Hassk.	Flora	25(2) (Beibl.): 52.	25	2	52.	1842		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:64&volume=25&issue=2&spage=52.&date=1842	7067
	Parochetus	13242	40001975	FullnameNoAuthors	Parochetus Buch.-Ham. ex D. Don	Prodr. Fl. Nepal.	240			240	1825		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:86&volume=&issue=&spage=240&date=1825	7067
	Rapanea	13243	40022624	FullnameNoAuthors	Rapanea Aubl.	Hist. Pl. Guiane	1: 121, pl. 46	1		121	1775		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:674&volume=1&issue=&spage=121&date=1775	7067
	Abarema	13244	40002736	FullnameNoAuthors	Abarema Pittier	Arb. Legum.	56			56	1927		No opinion		7067
	Phacellaria	13245	40005841	FullnameNoAuthors	Phacellaria Benth.	Gen. Pl.	3: 219, 229	3		219	1880		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:747&volume=3&issue=&spage=219&date=1880	7067
	Tapiscia	13246	40010188	FullnameNoAuthors	Tapiscia Oliv.	Hooker's Icon. Pl.	, pl. 1928				1890		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:16059&volume=&issue=&spage=&date=1890	7067
	Dendrotrophe	13247	40023693	FullnameNoAuthors	Dendrotrophe Miq.	Fl. Ned. Ind.	1(1): 776, 779	1	1	776	1856		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:93&volume=1&issue=1&spage=776&date=1856	7067
